trial,card,demanded_criterion,selected_criterion,feedback,total_streaks
1,"[1, 1, 3, 1]",3,2,False,
2,"[2, 3, 3, 1]",3,1,False,
3,"[1, 2, 1, 3]",3,0,False,
4,"[3, 3, 2, 3]",3,3,True,
5,"[3, 2, 3, 2]",3,3,True,
6,"[2, 2, 1, 3]",3,3,True,
7,"[1, 3, 1, 3]",3,3,True,
8,"[1, 3, 1, 2]",3,3,True,
9,"[3, 3, 3, 2]",3,3,True,
10,"[3, 1, 1, 1]",3,3,True,
11,"[2, 1, 3, 3]",3,3,True,
12,"[2, 1, 2, 2]",3,3,True,
13,"[2, 3, 3, 3]",3,3,True,1.0
14,"[3, 2, 2, 2]",2,3,True,
15,"[2, 3, 1, 1]",2,3,True,
16,"[3, 1, 3, 1]",2,3,False,
17,"[1, 2, 2, 3]",2,3,False,
18,"[2, 2, 3, 2]",2,3,False,
19,"[3, 1, 1, 3]",2,3,False,
20,"[3, 3, 2, 2]",2,3,True,
21,"[3, 1, 2, 3]",2,3,False,
22,"[2, 3, 2, 2]",2,3,True,
23,"[3, 1, 3, 3]",2,3,True,
24,"[1, 3, 1, 1]",2,3,True,
25,"[2, 3, 2, 1]",2,3,False,
26,"[3, 2, 1, 2]",2,3,False,
27,"[3, 1, 3, 2]",2,3,False,
28,"[2, 1, 2, 3]",2,3,False,
29,"[2, 1, 2, 1]",2,3,False,
30,"[1, 2, 3, 3]",2,3,True,
31,"[3, 1, 1, 2]",2,3,False,
32,"[3, 3, 1, 3]",2,3,False,
33,"[2, 3, 1, 2]",2,3,False,
34,"[2, 3, 1, 3]",2,3,False,
35,"[2, 2, 2, 1]",2,3,False,
36,"[1, 1, 2, 3]",2,3,False,
37,"[3, 3, 2, 1]",2,3,False,
38,"[2, 3, 2, 3]",2,3,False,
39,"[3, 2, 1, 3]",2,3,False,
40,"[2, 1, 3, 2]",2,3,False,
41,"[2, 1, 1, 1]",2,3,True,
42,"[1, 1, 2, 2]",2,3,True,
43,"[1, 2, 2, 1]",2,3,False,
44,"[3, 2, 1, 1]",2,3,True,
45,"[2, 2, 2, 2]",2,3,True,
46,"[3, 1, 2, 2]",2,3,True,
47,"[2, 1, 1, 2]",2,3,False,
48,"[2, 2, 1, 2]",2,3,False,
49,"[2, 2, 3, 3]",2,3,True,
50,"[2, 1, 3, 1]",2,3,False,
51,"[1, 1, 3, 3]",2,3,True,
52,"[1, 3, 2, 2]",2,3,True,
53,"[2, 3, 3, 2]",2,3,False,
54,"[3, 3, 3, 1]",2,3,False,
55,"[2, 2, 3, 1]",2,3,False,
56,"[1, 3, 2, 3]",2,3,False,
57,"[3, 2, 3, 1]",2,3,False,
58,"[3, 3, 1, 1]",2,3,True,
59,"[1, 3, 3, 3]",2,3,True,
60,"[1, 3, 2, 1]",2,3,False,
61,"[3, 2, 2, 1]",2,3,False,
62,"[2, 1, 1, 3]",2,3,False,
63,"[3, 2, 2, 3]",2,3,False,
64,"[1, 2, 1, 1]",2,3,True,
65,"[1, 2, 1, 2]",2,3,False,
66,"[2, 2, 1, 1]",2,3,True,
67,"[1, 2, 2, 2]",2,3,True,
68,"[3, 2, 3, 3]",2,3,True,
69,"[3, 3, 3, 3]",2,3,True,
70,"[1, 1, 2, 1]",2,3,False,
71,"[3, 1, 2, 1]",2,3,False,
72,"[1, 1, 3, 2]",2,3,False,
73,"[3, 3, 1, 2]",2,3,False,
74,"[1, 3, 3, 2]",2,3,False,
75,"[1, 2, 3, 2]",2,3,False,
76,"[1, 1, 1, 3]",2,3,False,
77,"[1, 3, 3, 1]",2,3,False,
78,"[1, 2, 3, 1]",2,3,False,
