trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[2, 1, 1, 2]",0,2,True,
2,"[2, 3, 2, 1]",0,3,False,
3,"[2, 1, 3, 1]",0,2,True,
4,"[2, 2, 2, 1]",0,2,True,
5,"[2, 3, 3, 1]",0,2,True,
6,"[1, 2, 3, 2]",0,1,True,
7,"[3, 1, 1, 1]",0,3,True,
8,"[1, 1, 1, 3]",0,1,True,
9,"[2, 1, 3, 2]",0,2,True,
10,"[2, 1, 2, 1]",0,2,True,
11,"[3, 3, 1, 3]",0,3,True,
12,"[1, 1, 1, 2]",0,1,True,1.0
13,"[3, 3, 1, 1]",1,3,True,
14,"[2, 2, 1, 3]",1,2,True,
15,"[3, 3, 2, 3]",1,3,True,
16,"[1, 1, 3, 3]",1,1,True,
17,"[3, 1, 3, 3]",1,3,False,
18,"[2, 3, 2, 2]",1,2,False,
19,"[1, 3, 1, 1]",1,3,True,
20,"[1, 3, 2, 2]",1,3,True,
21,"[2, 1, 3, 3]",1,2,False,
22,"[3, 3, 2, 1]",1,3,True,
23,"[3, 3, 2, 2]",1,3,True,
24,"[3, 1, 3, 2]",1,1,True,
25,"[3, 3, 1, 2]",1,3,True,
26,"[1, 2, 2, 1]",1,2,True,
27,"[2, 2, 1, 1]",1,2,True,
28,"[3, 1, 3, 1]",1,1,True,
29,"[3, 2, 2, 3]",1,2,True,
30,"[3, 3, 3, 1]",1,3,True,
31,"[1, 1, 2, 3]",1,1,True,2.0
32,"[2, 1, 2, 2]",2,1,False,
33,"[3, 2, 3, 2]",2,3,True,
34,"[3, 2, 1, 2]",2,2,False,
35,"[1, 3, 1, 2]",2,1,True,
36,"[2, 2, 1, 2]",2,2,False,
37,"[2, 3, 1, 2]",2,2,False,
38,"[3, 1, 2, 3]",2,3,False,
39,"[1, 2, 3, 3]",2,2,False,
40,"[2, 3, 1, 1]",2,3,False,
41,"[3, 3, 3, 2]",2,3,True,
42,"[1, 2, 3, 1]",2,1,False,
43,"[1, 3, 2, 3]",2,3,False,
44,"[1, 3, 3, 3]",2,3,True,
45,"[3, 2, 3, 3]",2,2,False,
46,"[2, 1, 1, 3]",2,1,True,
47,"[1, 2, 2, 3]",2,2,True,
48,"[1, 1, 2, 1]",2,1,False,
49,"[2, 1, 2, 3]",2,2,True,
50,"[3, 1, 1, 3]",2,1,True,
51,"[3, 1, 2, 2]",2,2,True,
52,"[1, 3, 3, 2]",2,3,True,
53,"[3, 2, 3, 1]",2,3,True,
54,"[3, 2, 2, 1]",2,2,True,
55,"[3, 1, 1, 2]",2,1,True,
56,"[2, 3, 3, 2]",2,3,True,
57,"[1, 3, 1, 3]",2,1,True,
58,"[1, 2, 2, 2]",2,2,True,3.0
59,"[3, 2, 2, 2]",3,2,True,
60,"[1, 2, 1, 1]",3,1,True,
61,"[2, 3, 2, 3]",3,2,False,
62,"[1, 1, 3, 1]",3,3,False,
63,"[1, 1, 2, 2]",3,2,True,
64,"[2, 2, 3, 3]",3,2,False,
65,"[3, 2, 1, 3]",3,1,False,
66,"[1, 1, 3, 2]",3,3,False,
67,"[2, 2, 3, 1]",3,3,False,
68,"[2, 2, 2, 3]",3,2,False,
69,"[2, 1, 1, 1]",3,1,True,
70,"[1, 2, 1, 3]",3,2,False,
71,"[2, 3, 3, 3]",3,3,True,
72,"[2, 3, 1, 3]",3,1,False,
73,"[1, 2, 1, 2]",3,1,False,
74,"[3, 2, 1, 1]",3,2,False,
75,"[3, 1, 2, 1]",3,3,False,
76,"[2, 2, 3, 2]",3,2,True,
77,"[1, 3, 2, 1]",3,3,False,
78,"[1, 3, 3, 1]",3,3,False,
79,"[2, 1, 1, 2]",3,1,False,
80,"[2, 3, 2, 1]",3,2,False,
81,"[2, 1, 3, 1]",3,3,False,
82,"[2, 2, 2, 1]",3,2,False,
83,"[2, 3, 3, 1]",3,3,False,
84,"[1, 2, 3, 2]",3,2,True,
85,"[3, 1, 1, 1]",3,1,True,
86,"[1, 1, 1, 3]",3,1,False,
87,"[2, 1, 3, 2]",3,2,True,
88,"[2, 1, 2, 1]",3,2,False,
89,"[3, 3, 1, 3]",3,3,True,
90,"[1, 1, 1, 2]",3,1,False,
91,"[3, 3, 1, 1]",3,3,False,
92,"[2, 2, 1, 3]",3,2,False,
93,"[3, 3, 2, 3]",3,3,True,
94,"[1, 1, 3, 3]",3,1,False,
95,"[3, 1, 3, 3]",3,1,False,
96,"[2, 3, 2, 2]",3,1,False,
97,"[1, 3, 1, 1]",3,2,False,
98,"[1, 3, 2, 2]",3,2,True,
99,"[2, 1, 3, 3]",3,3,True,
100,"[3, 3, 2, 1]",3,2,False,
101,"[3, 3, 2, 2]",3,2,True,
102,"[3, 1, 3, 2]",3,2,True,
103,"[3, 3, 1, 2]",3,2,True,
104,"[1, 2, 2, 1]",3,1,True,
105,"[2, 2, 1, 1]",3,1,True,
106,"[3, 1, 3, 1]",3,1,True,
107,"[3, 2, 2, 3]",3,3,True,
108,"[3, 3, 3, 1]",3,1,True,
109,"[1, 1, 2, 3]",3,3,True,
110,"[2, 1, 2, 2]",3,2,True,4.0
111,"[3, 2, 3, 2]",0,3,True,
112,"[3, 2, 1, 2]",0,2,False,
113,"[1, 3, 1, 2]",0,1,True,
114,"[2, 2, 1, 2]",0,2,True,
115,"[2, 3, 1, 2]",0,2,True,
116,"[3, 1, 2, 3]",0,3,True,
117,"[1, 2, 3, 3]",0,3,False,
118,"[2, 3, 1, 1]",0,1,False,
119,"[3, 3, 3, 2]",0,2,False,
120,"[1, 2, 3, 1]",0,1,True,
121,"[1, 3, 2, 3]",0,1,True,
122,"[1, 3, 3, 3]",0,1,True,
123,"[3, 2, 3, 3]",0,3,True,
124,"[2, 1, 1, 3]",0,2,True,
125,"[1, 2, 2, 3]",0,1,True,
126,"[1, 1, 2, 1]",0,1,True,
