trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[1, 1, 3, 1]",2,1,False,
2,"[3, 2, 1, 2]",2,1,True,
3,"[3, 1, 1, 3]",2,3,False,
4,"[2, 2, 1, 3]",2,2,False,
5,"[2, 1, 1, 1]",2,1,True,
6,"[3, 3, 3, 1]",2,3,True,
7,"[1, 1, 3, 3]",2,1,False,
8,"[2, 3, 1, 3]",2,2,False,
9,"[3, 2, 2, 1]",2,2,True,
10,"[3, 1, 2, 2]",2,2,True,
11,"[1, 2, 2, 2]",2,2,True,
12,"[3, 1, 3, 1]",2,2,False,
13,"[2, 2, 2, 3]",2,2,True,
14,"[3, 2, 3, 2]",2,3,True,
15,"[2, 1, 3, 3]",2,3,True,
16,"[1, 3, 2, 2]",2,2,True,
17,"[1, 1, 2, 3]",2,2,True,
18,"[3, 2, 1, 3]",2,1,True,
19,"[3, 1, 2, 1]",2,2,True,
20,"[1, 1, 2, 1]",2,2,True,
21,"[2, 1, 3, 1]",2,3,True,
22,"[2, 1, 1, 2]",2,1,True,1.0
23,"[1, 2, 1, 1]",1,2,True,
24,"[2, 3, 3, 3]",1,3,True,
25,"[1, 3, 3, 1]",1,3,True,
26,"[3, 3, 2, 3]",1,2,False,
27,"[1, 3, 3, 2]",1,3,True,
28,"[2, 1, 2, 2]",1,2,False,
29,"[3, 3, 1, 1]",1,3,True,
30,"[2, 3, 3, 2]",1,2,False,
31,"[1, 1, 3, 2]",1,1,True,
32,"[2, 3, 3, 1]",1,3,True,
33,"[1, 1, 1, 3]",1,1,True,
34,"[1, 2, 1, 2]",1,1,False,
35,"[1, 2, 3, 2]",1,2,True,
36,"[3, 1, 3, 2]",1,3,False,
37,"[1, 3, 2, 3]",1,3,True,
38,"[2, 3, 1, 1]",1,1,False,
39,"[2, 2, 3, 1]",1,2,True,
40,"[3, 3, 1, 2]",1,3,True,
41,"[1, 2, 2, 1]",1,2,True,
42,"[3, 3, 1, 3]",1,3,True,
43,"[1, 3, 3, 3]",1,3,True,
44,"[2, 3, 2, 1]",1,3,True,
45,"[3, 2, 3, 3]",1,3,False,
46,"[2, 2, 1, 2]",1,2,True,
47,"[1, 1, 1, 2]",1,1,True,
48,"[1, 2, 1, 3]",1,2,True,
49,"[1, 2, 2, 3]",1,2,True,
50,"[3, 3, 2, 1]",1,3,True,
51,"[2, 3, 2, 2]",1,3,True,
52,"[2, 3, 1, 2]",1,3,True,
53,"[2, 1, 3, 2]",1,1,True,
54,"[1, 3, 1, 2]",1,3,True,
