trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[3, 3, 1, 2]",0,3,True,
2,"[3, 1, 3, 2]",0,3,True,
3,"[3, 1, 1, 1]",0,1,False,
4,"[2, 2, 1, 1]",0,3,False,
5,"[2, 2, 3, 1]",0,2,True,
6,"[1, 3, 2, 2]",0,2,False,
7,"[3, 2, 3, 1]",0,3,True,
8,"[3, 3, 3, 1]",0,3,True,
9,"[2, 3, 2, 1]",0,2,True,
10,"[1, 2, 1, 2]",0,1,True,
11,"[1, 2, 2, 3]",0,2,False,
12,"[3, 3, 2, 2]",0,2,False,
13,"[3, 1, 2, 1]",0,2,False,
14,"[1, 3, 1, 1]",0,1,True,
15,"[3, 2, 2, 1]",0,3,True,
16,"[1, 3, 1, 2]",0,1,True,
17,"[3, 1, 2, 2]",0,3,True,
18,"[1, 1, 1, 2]",0,1,True,
19,"[3, 1, 1, 3]",0,3,True,
20,"[2, 2, 1, 2]",0,1,False,
21,"[3, 1, 3, 3]",0,3,True,
22,"[1, 2, 3, 2]",0,1,True,
23,"[2, 2, 3, 3]",0,2,True,
24,"[1, 1, 3, 1]",0,1,True,
25,"[3, 1, 1, 2]",0,3,True,
26,"[1, 3, 3, 2]",0,1,True,
27,"[3, 2, 2, 3]",0,3,True,
28,"[2, 1, 2, 1]",0,2,True,
29,"[1, 2, 2, 2]",0,1,True,
30,"[1, 1, 1, 3]",0,1,True,1.0
31,"[1, 2, 2, 1]",1,1,False,
32,"[3, 2, 1, 2]",1,3,False,
33,"[2, 1, 2, 3]",1,2,False,
34,"[2, 3, 2, 2]",1,3,True,
35,"[2, 1, 1, 3]",1,1,True,
36,"[1, 3, 1, 3]",1,1,False,
37,"[1, 1, 2, 3]",1,2,False,
38,"[1, 3, 3, 3]",1,3,True,
39,"[2, 3, 3, 2]",1,3,True,
40,"[3, 3, 2, 1]",1,3,True,
41,"[2, 1, 2, 2]",1,1,True,
42,"[3, 3, 3, 2]",1,3,True,
43,"[1, 2, 1, 3]",1,2,True,
44,"[2, 2, 2, 3]",1,2,True,
45,"[2, 2, 3, 2]",1,2,True,
46,"[3, 3, 1, 3]",1,3,True,
47,"[2, 1, 3, 1]",1,1,True,2.0
48,"[2, 3, 1, 3]",2,3,False,
49,"[3, 2, 1, 3]",2,1,True,
50,"[1, 3, 2, 3]",2,3,False,
51,"[2, 2, 1, 3]",2,1,True,
52,"[1, 3, 2, 1]",2,2,True,
53,"[2, 3, 1, 1]",2,1,True,
54,"[2, 3, 3, 1]",2,3,True,
55,"[2, 1, 1, 1]",2,1,True,
56,"[2, 3, 1, 2]",2,1,True,
57,"[3, 2, 1, 1]",2,1,True,
58,"[3, 1, 3, 1]",2,3,True,
59,"[2, 2, 2, 1]",2,2,True,
60,"[3, 2, 3, 2]",2,3,True,3.0
61,"[2, 1, 1, 2]",3,1,False,
62,"[1, 2, 3, 3]",3,3,True,
63,"[2, 1, 3, 2]",3,3,False,
64,"[1, 1, 3, 3]",3,3,True,
65,"[1, 1, 3, 2]",3,3,False,
66,"[3, 2, 2, 2]",3,2,True,
67,"[1, 2, 1, 1]",3,1,True,
68,"[3, 3, 2, 3]",3,2,False,
69,"[2, 3, 3, 3]",3,3,True,
70,"[2, 3, 2, 3]",3,2,False,
71,"[1, 2, 3, 1]",3,3,False,
72,"[3, 3, 1, 1]",3,3,False,
73,"[2, 1, 3, 3]",3,3,True,
74,"[1, 1, 2, 2]",3,2,True,
75,"[1, 1, 2, 1]",3,2,False,
76,"[3, 1, 2, 3]",3,3,True,
77,"[1, 3, 3, 1]",3,1,True,
78,"[3, 2, 3, 3]",3,3,True,
79,"[3, 3, 1, 2]",3,3,False,
80,"[3, 1, 3, 2]",3,3,False,
81,"[3, 1, 1, 1]",3,1,True,
82,"[2, 2, 1, 1]",3,2,False,
83,"[2, 2, 3, 1]",3,3,False,
84,"[1, 3, 2, 2]",3,3,False,
85,"[3, 2, 3, 1]",3,3,False,
86,"[3, 3, 3, 1]",3,3,False,
87,"[2, 3, 2, 1]",3,2,False,
88,"[1, 2, 1, 2]",3,2,True,
89,"[1, 2, 2, 3]",3,2,False,
90,"[3, 3, 2, 2]",3,3,False,
91,"[3, 1, 2, 1]",3,3,False,
92,"[1, 3, 1, 1]",3,1,True,
