trial,card,demanded_criterion,selected_pile,feedback,total_streaks
1,"[3, 1, 3, 2]",3,1,False,
2,"[2, 2, 3, 2]",3,2,True,
3,"[3, 3, 2, 2]",3,3,False,
4,"[1, 3, 3, 2]",3,3,False,
5,"[2, 1, 3, 2]",3,2,True,
6,"[2, 2, 1, 3]",3,1,False,
7,"[3, 2, 2, 1]",3,2,False,
8,"[3, 1, 2, 2]",3,3,False,
9,"[1, 1, 2, 3]",3,1,False,
10,"[1, 2, 2, 1]",3,2,False,
11,"[3, 2, 1, 2]",3,3,False,
12,"[2, 3, 1, 2]",3,2,True,
13,"[2, 3, 3, 2]",3,3,False,
14,"[3, 3, 1, 2]",3,2,True,
15,"[1, 1, 3, 2]",3,1,False,
16,"[1, 2, 3, 2]",3,2,True,
17,"[3, 2, 1, 3]",3,3,True,
18,"[2, 3, 3, 1]",3,1,True,
19,"[1, 1, 2, 1]",3,3,False,
20,"[3, 3, 1, 1]",3,2,False,
21,"[1, 3, 1, 2]",3,3,False,
22,"[2, 1, 2, 3]",3,3,True,
23,"[1, 2, 3, 3]",3,1,False,
24,"[2, 1, 3, 3]",3,2,False,
25,"[1, 1, 3, 1]",3,3,False,
26,"[2, 2, 3, 1]",3,1,True,
27,"[2, 1, 1, 2]",3,2,True,
28,"[1, 2, 3, 1]",3,2,False,
29,"[1, 2, 2, 2]",3,3,False,
30,"[3, 3, 2, 1]",3,3,False,
31,"[1, 1, 1, 2]",3,2,True,
32,"[2, 1, 3, 1]",3,1,True,
33,"[2, 3, 3, 3]",3,1,False,
34,"[2, 1, 2, 2]",3,3,False,
35,"[3, 2, 1, 1]",3,2,False,
36,"[3, 3, 2, 3]",3,3,True,
37,"[3, 1, 1, 3]",3,1,False,
38,"[1, 2, 1, 3]",3,2,False,
39,"[2, 3, 2, 3]",3,3,True,
40,"[3, 1, 1, 2]",3,1,False,
41,"[3, 3, 3, 1]",3,1,True,
42,"[2, 2, 2, 1]",3,3,False,
43,"[3, 2, 3, 3]",3,2,False,
44,"[2, 2, 1, 1]",3,3,False,
45,"[2, 3, 1, 3]",3,2,False,
46,"[2, 1, 1, 3]",3,2,False,
47,"[2, 3, 2, 1]",3,3,False,
48,"[2, 1, 2, 1]",3,1,True,
49,"[1, 3, 2, 1]",3,3,False,
50,"[3, 1, 3, 3]",3,1,False,
51,"[1, 3, 1, 3]",3,2,False,
52,"[3, 1, 2, 3]",3,1,False,
53,"[1, 3, 3, 1]",3,2,False,
54,"[1, 3, 3, 3]",3,3,True,
55,"[3, 3, 3, 2]",3,1,False,
56,"[2, 1, 1, 1]",3,2,False,
57,"[1, 3, 1, 1]",3,1,True,
58,"[1, 2, 1, 2]",3,2,True,
59,"[1, 3, 2, 3]",3,3,True,
60,"[1, 3, 2, 2]",3,2,True,
61,"[2, 2, 3, 3]",3,3,True,
62,"[3, 2, 3, 1]",3,1,True,
63,"[3, 1, 1, 1]",3,1,True,
64,"[1, 1, 2, 2]",3,2,True,
65,"[1, 1, 3, 3]",3,3,True,
66,"[3, 2, 3, 2]",3,2,True,1.0
67,"[1, 2, 1, 1]",0,1,True,
68,"[3, 1, 3, 1]",0,1,False,
69,"[2, 3, 2, 2]",0,2,True,
70,"[2, 2, 1, 2]",0,2,True,
71,"[3, 2, 2, 2]",0,2,False,
72,"[1, 1, 1, 3]",0,3,False,
73,"[1, 2, 2, 3]",0,3,False,
74,"[3, 3, 1, 3]",0,3,True,
75,"[2, 3, 1, 1]",0,1,False,
76,"[2, 2, 2, 3]",0,3,False,
77,"[3, 1, 2, 1]",0,1,False,
78,"[3, 2, 2, 3]",0,2,False,
79,"[3, 1, 3, 2]",0,2,False,
80,"[2, 2, 3, 2]",0,1,False,
81,"[3, 3, 2, 2]",0,2,False,
82,"[1, 3, 3, 2]",0,1,True,
83,"[2, 1, 3, 2]",0,2,True,
84,"[2, 2, 1, 3]",0,3,False,
85,"[3, 2, 2, 1]",0,3,True,
86,"[3, 1, 2, 2]",0,3,True,
87,"[1, 1, 2, 3]",0,1,True,
88,"[1, 2, 2, 1]",0,1,True,
89,"[3, 2, 1, 2]",0,3,True,
90,"[2, 3, 1, 2]",0,2,True,
91,"[2, 3, 3, 2]",0,2,True,
92,"[3, 3, 1, 2]",0,3,True,
93,"[1, 1, 3, 2]",0,1,True,
94,"[1, 2, 3, 2]",0,1,True,2.0
95,"[3, 2, 1, 3]",1,3,False,
96,"[2, 3, 3, 1]",1,3,True,
97,"[1, 1, 2, 1]",1,1,True,
98,"[3, 3, 1, 1]",1,3,True,
99,"[1, 3, 1, 2]",1,1,False,
100,"[2, 1, 2, 3]",1,1,True,
101,"[1, 2, 3, 3]",1,2,True,
102,"[2, 1, 3, 3]",1,1,True,
103,"[1, 1, 3, 1]",1,1,True,
104,"[2, 2, 3, 1]",1,2,True,
105,"[2, 1, 1, 2]",1,1,True,
106,"[1, 2, 3, 1]",1,2,True,
107,"[1, 2, 2, 2]",1,2,True,
108,"[3, 3, 2, 1]",1,3,True,
109,"[1, 1, 1, 2]",1,1,True,3.0
110,"[2, 1, 3, 1]",2,1,False,
111,"[2, 3, 3, 3]",2,3,True,
112,"[2, 1, 2, 2]",2,2,True,
113,"[3, 2, 1, 1]",2,1,True,
114,"[3, 3, 2, 3]",2,3,False,
115,"[3, 1, 1, 3]",2,1,True,
116,"[1, 2, 1, 3]",2,2,False,
117,"[2, 3, 2, 3]",2,3,False,
118,"[3, 1, 1, 2]",2,1,True,
119,"[3, 3, 3, 1]",2,3,True,
120,"[2, 2, 2, 1]",2,2,True,
121,"[3, 2, 3, 3]",2,3,True,
122,"[2, 2, 1, 1]",2,1,True,
123,"[2, 3, 1, 3]",2,1,True,
124,"[2, 1, 1, 3]",2,1,True,
